participant,list,output_position,word,category,serial_position,list_group
10,11,5,PROTRACTOR,TOOLS,2,late
10,11,6,BOLTS,TOOLS,9,late
10,11,7,WIRE,TOOLS,2,late
10,11,8,FURNACE,BUILDING RELATED,16,late
10,12,1,OKRA,VEGETABLES,16,late
10,12,2,RUTABAGA,VEGETABLES,11,late
10,12,3,ALASKA,STATES,5,late
10,12,4,OHIO,STATES,3,late
10,12,5,TERMITE,INSECTS,6,late
10,12,6,RHINOCEROS,MAMMALS,2,late
10,12,7,RABBIT,MAMMALS,4,late
10,12,8,PENNSYLVANIA,STATES,14,late
10,13,1,BROCCOLI,VEGETABLES,6,late
10,13,2,ONION,VEGETABLES,8,late
10,13,3,CAULIFLOWER,VEGETABLES,16,late
10,13,4,GRIDDLE,KITCHEN-RELATED,5,late
10,13,5,AZALEA,FLOWERS,7,late
10,13,6,FOUNDATION,BUILDING RELATED,13,late
10,13,7,CARPET,BUILDING RELATED,3,late
10,13,8,FLORIDA,STATES,14,late
10,14,1,HALL,BUILDING RELATED,7,late
10,14,2,UNDERWEAR,CLOTHING,1,late
10,14,3,UKULELE,INSTRUMENTS,11,late
10,14,4,MARIMBA,INSTRUMENTS,10,late
10,14,5,SHIRT,CLOTHING,3,late
10,14,6,BELT,CLOTHING,4,late
10,15,1,MIAMI,CITIES,14,late
10,15,2,FLORIDA,STATES,14,late
10,15,3,RIB,BODY PARTS,12,late
10,15,4,MOOSE,MAMMALS,10,late
10,15,5,TOOTH,BODY PARTS,7,late
11,0,1,PELVIS,BODY PARTS,1,early
11,0,2,STOMACH,BODY PARTS,2,early
11,0,3,HIP,BODY PARTS,4,early
11,0,4,ARMS,BODY PARTS,3,early
11,0,5,DALLAS,CITIES,5,early
11,0,6,MONTREAL,CITIES,7,early
11,0,7,OVEN,KITCHEN-RELATED,16,early
11,0,8,PICCOLO,INSTRUMENTS,11,early
11,0,9,TUBA,INSTRUMENTS,12,early
11,0,10,PARIS,CITIES,8,early
11,1,1,HONEYDEW,FRUITS,1,early
11,1,2,FIG,FRUITS,2,early
11,1,3,PLUM,FRUITS,3,early
11,1,4,RASPBERRY,FRUITS,4,early
11,1,5,SCREWS,TOOLS,5,early
11,1,6,WIRE,TOOLS,6,early
11,1,7,WEDGE,TOOLS,7,early
11,1,8,HAMMER,TOOLS,8,early
11,1,9,SAXOPHONE,INSTRUMENTS,12,early
11,1,10,TRIANGLE,INSTRUMENTS,11,early
11,1,11,PINE,TREES,14,early
11,1,12,HICKORY,TREES,16,early
11,2,1,ELBOW,BODY PARTS,1,early
11,2,2,SHOULDER,BODY PARTS,4,early
11,2,3,KIDNEY,BODY PARTS,2,early
11,2,4,FOOT,BODY PARTS,3,early
11,2,5,AUBERGINE,VEGETABLES,5,early
11,2,6,SQUASH,VEGETABLES,6,early
11,2,7,ZUCCHINI,VEGETABLES,7,early
11,2,8,TORONTO,CITIES,13,early
11,2,9,STOCKHOLM,CITIES,14,early
11,2,10,BOMBAY,CITIES,16,early
11,2,11,MIAMI,CITIES,15,early
11,3,1,KIWI,FRUITS,2,early
11,3,2,TANGELO,FRUITS,3,early
11,3,3,STRAWBERRY,FRUITS,4,early
11,3,4,REFRIGERATOR,KITCHEN-RELATED,5,early
11,3,5,GLASS,KITCHEN-RELATED,6,early
11,3,6,SPATULA,KITCHEN-RELATED,7,early
11,3,7,POT,KITCHEN-RELATED,8,early
11,3,8,MOUSE,MAMMALS,9,early
11,3,9,HORSE,MAMMALS,11,early
11,3,10,COW,MAMMALS,10,early
11,3,11,DOOR,BUILDING RELATED,13,early
11,3,12,CORRIDOR,BUILDING RELATED,14,early
11,3,13,HALL,BUILDING RELATED,16,early
11,4,1,NECTARINE,FRUITS,8,early
11,4,2,KUMQUAT,FRUITS,6,early
11,4,3,KNIFE,KITCHEN-RELATED,14,early
11,4,4,WASHER,TOOLS,10,early
11,4,5,WISCONSIN,STATES,1,early
11,4,6,CALIFORNIA,STATES,3,early
11,4,7,HAWAII,STATES,2,early
11,4,8,VERMONT,STATES,4,early
11,4,9,BANANA,FRUITS,5,early
11,4,10,MANGO,FRUITS,7,early
11,4,11,TOKYO,CITIES,14,early
11,4,12,JERUSALEM,CITIES,13,early
11,4,13,PHILADELPHIA,CITIES,15,early
11,5,1,BUTTERCUP,FLOWERS,1,early
11,5,2,DAHLIA,FLOWERS,3,early
11,5,3,AZALEA,FLOWERS,2,early
11,5,4,LOG,FLOWERS,4,early
11,5,5,PICKLE,VEGETABLES,9,early
11,5,6,BROCCOLI,VEGETABLES,10,early
11,5,7,CAULIFLOWER,VEGETABLES,11,early
11,5,8,ONION,VEGETABLES,12,early
11,5,9,ELEVATOR,BUILDING RELATED,5,early
11,5,10,FOUNDATION,BUILDING RELATED,7,early
11,5,11,CARPET,BUILDING RELATED,6,early
11,5,12,SAUCER,KITCHEN-RELATED,14,early
11,6,1,CEDAR,TREES,4,early
11,6,2,PALM,TREES,2,early
11,6,3,TEAK,TREES,3,early
11,6,4,HICKORY,TREES,16,early
11,6,5,CHICAGO,CITIES,10,early
11,6,6,SYDNEY,CITIES,9,early
11,6,7,GLOVES,CLOTHING,15,early
11,6,8,SWEATER,CLOTHING,13,early
11,7,1,OKRA,VEGETABLES,3,early
11,7,2,RUTABAGA,VEGETABLES,2,early
11,7,3,GINGER,VEGETABLES,1,early
11,7,4,PUMPKIN,VEGETABLES,4,early
11,7,5,OHIO,STATES,5,early
11,7,6,PENNSYLVANIA,STATES,6,early
11,7,7,ALASKA,STATES,7,early
11,7,8,TEXAS,STATES,8,early
11,7,9,CHRYSALIS,INSECTS,11,early
11,7,10,BEETLE,INSECTS,9,early
11,7,11,RABBIT,MAMMALS,13,early
11,7,12,RHINOCEROS,MAMMALS,14,early
11,8,1,CLARINET,INSTRUMENTS,1,late
11,8,2,PROTRACTOR,TOOLS,2,late
11,8,3,BOLTS,TOOLS,3,late
11,8,4,CHISEL,TOOLS,4,late
11,8,5,SAW,TOOLS,15,late
11,8,6,ENGLAND,COUNTRIES,5,late
11,8,7,JAPAN,COUNTRIES,14,late
11,8,8,SWITZERLAND,COUNTRIES,12,late
11,8,9,PIANO,INSTRUMENTS,9,late
11,8,10,LEOPARD,MAMMALS,6,late
11,8,11,CAT,MAMMALS,10,late
11,9,1,FACE,BODY PARTS,1,late
11,9,2,CARNATION,FLOWERS,2,late
11,9,3,KNUCKLE,BODY PARTS,3,late
11,9,4,BARN,BUILDING RELATED,4,late
11,9,5,HEART,BODY PARTS,5,late
11,9,6,TIGER,MAMMALS,6,late
11,9,7,PETUNIA,FLOWERS,7,late
11,9,8,ALCOVE,BUILDING RELATED,8,late
11,9,9,HIPPOPOTAMUS,MAMMALS,11,late
11,9,10,DONKEY,MAMMALS,15,late
11,9,11,KITCHEN,BUILDING RELATED,9,late
11,9,12,GAZEBO,BUILDING RELATED,13,late
11,10,1,HARMONICA,INSTRUMENTS,1,late
11,10,2,EVERGREEN,TREES,2,late
11,10,3,SPRUCE,TREES,3,late
11,10,4,COTTONWOOD,TREES,6,late
11,10,5,BANJO,INSTRUMENTS,5,late
11,10,6,UKULELE,INSTRUMENTS,7,late
11,10,7,MARIMBA,INSTRUMENTS,11,late
11,10,8,CUP,KITCHEN-RELATED,12,late
11,10,9,SHIRT,CLOTHING,8,late
11,10,10,BELT,CLOTHING,9,late
11,10,11,JUMPER,CLOTHING,10,late
11,10,12,MIXER,KITCHEN-RELATED,13,late
11,11,1,TOASTER,KITCHEN-RELATED,1,late
11,11,2,DAISY,FLOWERS,16,late
11,11,3,SUNFLOWER,FLOWERS,2,late
11,11,4,NARCISSUS,FLOWERS,3,late
11,11,5,DRESS,CLOTHING,5,late
11,11,6,ARIZONA,STATES,4,late
11,11,7,UTAH,STATES,6,late
11,11,8,MONTANA,STATES,8,late
11,11,9,MAINE,STATES,7,late
11,11,10,SKILLET,KITCHEN-RELATED,13,late
11,11,11,KNIFE,KITCHEN-RELATED,14,late
11,11,12,FORK,KITCHEN-RELATED,15,late
11,12,1,MONKEY,MAMMALS,1,late
11,12,2,FLORIDA,STATES,2,late
11,12,3,CLEMENTINE,FRUITS,5,late
11,12,4,TOOTH,BODY PARTS,8,late
11,13,1,ZEBRA,MAMMALS,1,late
11,13,2,AUSTRALIA,COUNTRIES,2,late
11,13,3,CELERY,VEGETABLES,3,late
11,13,4,ITALY,COUNTRIES,5,late
11,13,5,VIOLA,INSTRUMENTS,4,late
11,13,6,TROMBONE,INSTRUMENTS,6,late
11,13,7,POLAND,COUNTRIES,7,late
11,13,8,PIG,MAMMALS,8,late
11,13,9,MARACAS,INSTRUMENTS,9,late
11,13,10,LION,MAMMALS,10,late
11,13,11,ETHIOPIA,COUNTRIES,13,late
11,13,12,YAMS,VEGETABLES,16,late
11,13,13,ELEPHANT,MAMMALS,14,late
11,14,1,MONARCH,INSECTS,1,late
11,14,2,ASH,TREES,2,late
11,14,3,POPULAR,,3,late
11,14,4,SCORPION,INSECTS,3,late
11,14,5,WORM,INSECTS,4,late
11,14,6,GUITAR,INSTRUMENTS,9,late
11,14,7,HAND,BODY PARTS,5,late
11,14,8,EUCALYPTUS,TREES,7,late
11,14,9,ANKLE,BODY PARTS,8,late
11,14,10,LARVAE,,10,late
11,14,11,LIPS,,11,late
11,14,12,FINGER,BODY PARTS,16,late
11,14,13,ACCORDION,INSTRUMENTS,14,late
11,15,1,CAMISOLE,CLOTHING,1,late
11,15,2,GERMANY,COUNTRIES,2,late
11,15,3,CLOSET,BUILDING RELATED,7,late
11,15,4,CHIMNEY,BUILDING RELATED,4,late
11,15,5,SUIT,CLOTHING,6,late
11,15,6,JACKET,CLOTHING,14,late
11,15,7,EGYPT,COUNTRIES,12,late
11,15,8,LOBBY,BUILDING RELATED,10,late
11,15,9,ARTICHOKE,VEGETABLES,9,late
11,15,10,SPINACH,VEGETABLES,11,late
11,15,11,IRAN,COUNTRIES,13,late
11,15,12,CUBA,COUNTRIES,8,late
12,0,1,SPRUCE,TREES,5,early
12,0,2,COTTONWOOD,TREES,8,early
12,0,3,BLENDER,KITCHEN-RELATED,2,early
12,0,4,UKULELE,INSTRUMENTS,9,early
12,0,5,BANJO,INSTRUMENTS,10,early
12,0,6,HARMONICA,INSTRUMENTS,11,early
12,0,7,SHIRT,CLOTHING,15,early
12,0,8,JUMPER,CLOTHING,14,early
12,0,9,ROME,CITIES,12,early
12,0,10,MIXER,KITCHEN-RELATED,3,early
12,1,1,CARNATION,FLOWERS,11,early
12,1,2,HEART,BODY PARTS,7,early
12,1,3,EAR,BODY PARTS,5,early
12,1,4,HIPPOPOTAMUS,MAMMALS,2,early
12,1,5,DONKEY,MAMMALS,1,early
12,1,6,EAR,BODY PARTS,5,early
12,1,7,TIGER,MAMMALS,4,early
12,1,8,FACE,BODY PARTS,6,early
12,2,1,COW,MAMMALS,3,early
12,2,2,CORRIDOR,BUILDING RELATED,12,early
12,2,3,DOOR,BUILDING RELATED,11,early
12,2,4,REFRIGERATOR,KITCHEN-RELATED,13,early
12,2,5,SPATULA,KITCHEN-RELATED,16,early
12,2,6,GUAVA,FRUITS,5,early
12,2,7,KIWI,FRUITS,6,early
12,2,8,STRAWBERRY,FRUITS,8,early
12,2,9,WINDOW,BUILDING RELATED,10,early
12,2,10,GLASS,KITCHEN-RELATED,14,early
12,2,11,TANGELO,FRUITS,7,early
12,2,12,HORSE,MAMMALS,1,early
12,2,13,GIRAFFE,MAMMALS,2,early
12,2,14,MOUSE,MAMMALS,4,early
12,2,15,COW,MAMMALS,3,early
12,2,16,DOOR,BUILDING RELATED,11,early
12,3,1,FORK,KITCHEN-RELATED,1,early
12,3,2,NAME,,2,early
12,3,3,SKILLET,KITCHEN-RELATED,3,early
12,3,4,TOASTER,KITCHEN-RELATED,4,early
12,3,5,NARCISSUS,FLOWERS,13,early
12,3,6,SUNFLOWER,FLOWERS,15,early
12,3,7,DAISY,FLOWERS,16,early
12,3,8,GIRDLE,CLOTHING,5,early
12,3,9,DRESS,CLOTHING,6,early
12,3,10,PANTS,CLOTHING,8,early
12,3,11,UNDERWEAR,CLOTHING,7,early
12,3,12,MONTANA,STATES,9,early
12,3,13,ARIZONA,STATES,10,early
12,3,14,UTAH,STATES,11,early
12,3,15,MAINE,STATES,12,early
12,4,1,FLORIDA,STATES,1,early
12,4,2,IOWA,STATES,2,early
12,4,3,KANSAS,STATES,3,early
12,4,4,MICHIGAN,STATES,4,early
12,4,5,PEAR,FRUITS,5,early
12,4,6,LEMON,FRUITS,6,early
12,4,7,CLEMENTINE,FRUITS,7,early
12,4,8,RIB,BODY PARTS,9,early
12,4,9,TOOTH,BODY PARTS,10,early
12,4,10,ANTELOPE,MAMMALS,13,early
12,4,11,MONKEY,MAMMALS,14,early
12,4,12,RACOON,MAMMALS,15,early
12,4,13,MOOSE,MAMMALS,16,early
12,5,1,PALM,TREES,1,early
12,5,2,SHEEP,MAMMALS,7,early
12,5,3,LETTUCE,VEGETABLES,8,early
12,5,4,SYCAMORE,TREES,4,early
12,5,5,TROUSERS,CLOTHING,6,early
12,5,6,BRA,CLOTHING,5,early
12,5,7,SWEATER,CLOTHING,7,early
12,5,8,RENO,CITIES,10,early
12,5,9,SYDNEY,CITIES,11,early
12,5,10,CHICAGO,CITIES,12,early
12,5,11,MANTIS,INSECTS,13,early
12,5,12,MILLIPEDE,INSECTS,14,early
12,5,13,HORNET,INSECTS,16,early
12,6,1,CHISEL,TOOLS,1,early
12,6,2,SAW,TOOLS,3,early
12,6,3,PROTRACTOR,TOOLS,4,early
12,6,4,ENGLAND,COUNTRIES,5,early
12,6,5,PEAR,FRUITS,5,early
12,6,6,FRANCE,COUNTRIES,7,early
12,6,7,CAT,MAMMALS,9,early
12,6,8,SWITZERLAND,COUNTRIES,8,early
12,6,9,SQUIRREL,MAMMALS,10,early
12,6,10,CLARINET,INSTRUMENTS,13,early
12,6,11,LEOPARD,MAMMALS,11,early
12,6,12,FERRET,MAMMALS,12,early
12,6,13,DRUM,INSTRUMENTS,14,early
12,6,14,PIANO,INSTRUMENTS,15,early
12,6,15,KAZOO,INSTRUMENTS,16,early
12,7,1,STOMACH,BODY PARTS,1,early
12,7,2,HIP,BODY PARTS,2,early
12,7,3,PELVIS,BODY PARTS,4,early
12,7,4,ARMS,BODY PARTS,3,early
12,7,5,OVEN,KITCHEN-RELATED,5,early
12,7,6,MUG,KITCHEN-RELATED,7,early
12,7,7,BROILER,KITCHEN-RELATED,8,early
12,7,8,DALLAS,CITIES,9,early
12,7,9,MONTREAL,CITIES,10,early
12,7,10,PARIS,CITIES,11,early
12,7,11,ROME,CITIES,12,early
12,7,12,PICCOLO,INSTRUMENTS,13,early
12,7,13,TRUMPET,INSTRUMENTS,14,early
12,7,14,TUBA,INSTRUMENTS,15,early
12,7,15,TAMBOURINE,INSTRUMENTS,16,early
12,8,1,GARLIC,VEGETABLES,1,late
12,8,2,JACKET,CLOTHING,2,late
12,8,3,POTATO,VEGETABLES,3,late
12,8,4,CAMISOLE,CLOTHING,4,late
12,8,5,GERMANY,COUNTRIES,5,late
12,8,6,EGYPT,COUNTRIES,6,late
12,8,7,LOBBY,BUILDING RELATED,7,late
12,8,8,CLOSET,BUILDING RELATED,8,late
12,8,9,CUBA,COUNTRIES,11,late
12,8,10,BLOUSE,CLOTHING,12,late
12,8,11,IRAN,COUNTRIES,14,late
12,8,12,ARTICHOKE,VEGETABLES,16,late
12,8,13,FURNACE,BUILDING RELATED,15,late
12,9,1,AUBERGINE,VEGETABLES,2,late
12,9,2,SQUASH,VEGETABLES,3,late
12,9,3,MIAMI,CITIES,8,late
12,9,4,ELBOW,BODY PARTS,5,late
12,9,5,WOLF,MAMMALS,4,late
12,9,6,SHEEP,MAMMALS,7,late
12,9,7,ZUCCHINI,VEGETABLES,6,late
12,9,8,TORONTO,CITIES,10,late
12,9,9,STOCKHOLM,CITIES,12,late
12,9,10,GOAT,MAMMALS,11,late
12,9,11,KIDNEY,BODY PARTS,13,late
12,9,12,OLIVE,VEGETABLES,14,late
12,9,13,PALM,TREES,1,late
12,9,14,BAY,,14,late
12,9,15,PANTHER,MAMMALS,9,late
12,9,16,PANTHER,MAMMALS,9,late
12,10,1,ELM,TREES,1,late
12,10,2,WEDGE,TOOLS,2,late
12,10,3,HICKORY,TREES,3,late
12,10,4,HOLLOW,,4,late
12,10,5,SAXOPHONE,INSTRUMENTS,5,late
12,10,6,PINE,TREES,6,late
12,10,7,TRIANGLE,INSTRUMENTS,7,late
12,10,8,HAMMER,TOOLS,8,late
12,10,9,SCREWS,TOOLS,9,late
12,10,10,VIOLIN,INSTRUMENTS,11,late
12,10,11,HONEYDEW,FRUITS,10,late
12,10,12,FIG,FRUITS,13,late
12,10,13,DRUM,INSTRUMENTS,14,late
12,11,1,PICKLE,VEGETABLES,16,late
12,11,2,QUEENS,,2,late
12,11,3,DAHLIA,FLOWERS,9,late
12,11,4,DISH,KITCHEN-RELATED,15,late
12,11,5,CARPET,BUILDING RELATED,7,late
12,11,6,BROCCOLI,VEGETABLES,13,late
12,11,7,ONION,VEGETABLES,12,late
12,11,8,SAUCER,KITCHEN-RELATED,11,late
12,11,9,STRAINER,KITCHEN-RELATED,10,late
12,11,10,CARPET,BUILDING RELATED,7,late
12,11,11,LOG,FLOWERS,8,late
12,11,12,FOUNDATION,BUILDING RELATED,6,late
12,11,13,GRIDDLE,KITCHEN-RELATED,4,late
12,11,14,ELEVATOR,BUILDING RELATED,2,late
12,11,15,AZALEA,FLOWERS,3,late
12,11,16,BROCCOLI,VEGETABLES,13,late
12,11,17,FLOOR,BUILDING RELATED,1,late
12,12,1,MANGO,FRUITS,1,late
12,12,2,NECTARINE,FRUITS,3,late
12,12,3,HAWAII,STATES,2,late
12,12,4,JERUSALEM,CITIES,4,late
12,12,5,RULER,TOOLS,5,late
12,12,6,KUMQUAT,FRUITS,6,late
12,12,7,TOKYO,CITIES,7,late
12,12,8,BANANA,FRUITS,8,late
12,12,9,WISCONSIN,STATES,9,late
12,12,10,NUTS,TOOLS,10,late
12,12,11,GLUE,TOOLS,11,late
12,12,12,CALIFORNIA,STATES,12,late
12,12,13,VERMONT,STATES,13,late
12,12,14,WASHER,TOOLS,14,late
12,12,15,PHILADELPHIA,CITIES,16,late
12,12,16,VANCOUVER,CITIES,15,late
12,13,1,ALASKA,STATES,1,late
12,13,2,RUTABAGA,VEGETABLES,2,late
12,13,3,RUTABAGA,VEGETABLES,2,late
12,13,4,FOX,MAMMALS,4,late
12,13,5,GINGER,VEGETABLES,3,late
12,13,6,CHRYSALIS,INSECTS,5,late
12,13,7,CHRYSALIS,INSECTS,5,late
12,13,8,PUMPKIN,VEGETABLES,6,late
12,13,9,BEETLE,INSECTS,7,late
12,13,10,RHINOCEROS,MAMMALS,8,late
12,13,11,LLAMA,MAMMALS,9,late
12,13,12,TERMITE,INSECTS,10,late
12,13,13,OHIO,STATES,11,late
12,13,14,RABBIT,MAMMALS,12,late
12,13,15,OKRA,VEGETABLES,13,late
12,13,16,TEXAS,STATES,15,late
12,13,17,PHILADELPHIA,CITIES,16,late
12,13,18,PENNSYLVANIA,STATES,16,late
12,14,1,ANKLE,BODY PARTS,1,late
12,14,2,SCORPION,INSECTS,2,late
12,14,3,GUITAR,INSTRUMENTS,3,late
12,14,4,MONARCH,INSECTS,4,late
12,14,5,LARVA,INSECTS,5,late
12,14,6,HORNET,INSECTS,16,late
12,14,7,ASH,TREES,11,late
12,14,8,EUCALYPTUS,TREES,12,late
12,14,9,ARMS,BODY PARTS,3,late
12,14,10,XYLOPHONE,INSTRUMENTS,10,late
12,14,11,POPLAR,TREES,9,late
12,14,12,BONGOS,INSTRUMENTS,15,late
12,14,13,WILLOW,TREES,16,late
12,15,1,ZEBRA,MAMMALS,1,late
12,15,2,MARACAS,INSTRUMENTS,2,late
12,15,3,CELERY,VEGETABLES,4,late
12,15,4,ITALY,COUNTRIES,3,late
12,15,5,AUSTRALIA,COUNTRIES,5,late
12,15,6,POLAND,COUNTRIES,7,late
12,15,7,PIG,MAMMALS,6,late
12,15,8,LETTUCE,VEGETABLES,8,late
12,15,9,YAMS,VEGETABLES,9,late
12,15,10,ETHIOPIA,COUNTRIES,10,late
12,15,11,VIOLA,INSTRUMENTS,11,late
12,15,12,LION,MAMMALS,12,late
12,15,13,ELEPHANT,MAMMALS,14,late
12,15,14,BASS,INSTRUMENTS,13,late
12,15,15,TROMBONE,INSTRUMENTS,15,late
12,15,16,CARROT,VEGETABLES,16,late
13,0,1,GARDENIA,,1,early
13,0,2,ALCOVE,BUILDING RELATED,5,early
13,0,3,GAZEBO,BUILDING RELATED,6,early
13,0,4,KITCHEN,BUILDING RELATED,7,early
13,0,5,DOG,MAMMALS,13,early
13,0,6,HIPPOPOTAMUS,MAMMALS,16,early
13,0,7,HEART,BODY PARTS,10,early
13,0,8,FACE,BODY PARTS,12,early
13,1,1,UTAH,STATES,1,early
13,1,2,MONTANA,STATES,4,early
13,1,3,MAINE,STATES,2,early
13,1,4,ROME,CITIES,15,early
13,1,5,DRESS,CLOTHING,5,early
13,1,6,PANTS,CLOTHING,6,early
13,1,7,UNDERWEAR,CLOTHING,7,early
13,1,8,KNIFE,KITCHEN-RELATED,10,early
13,1,9,FOR,,9,early
13,1,10,SKILLET,KITCHEN-RELATED,11,early
13,1,11,TOASTER,KITCHEN-RELATED,12,early
13,1,12,SUNFLOWER,FLOWERS,14,early
13,1,13,NARCISSUS,FLOWERS,13,early
13,1,14,LILY,FLOWERS,16,early
13,2,1,VERMONT,STATES,13,early
13,2,2,CALIFORNIA,STATES,14,early
13,2,3,HAWAII,STATES,16,early
13,2,4,WISCONSIN,STATES,15,early
13,2,5,VANCOUVER,CITIES,5,early
13,2,6,TOKYO,CITIES,8,early
13,2,7,PHILADELPHIA,CITIES,7,early
13,2,8,GLUE,TOOLS,9,early
13,2,9,WASHER,TOOLS,10,early
13,2,10,RULER,TOOLS,11,early
13,3,1,CEDAR,TREES,16,early
13,3,2,GOAT,MAMMALS,16,early
13,3,3,ZUCCHINI,VEGETABLES,2,early
13,3,4,STOCKHOLM,CITIES,5,early
13,3,5,TORONTO,CITIES,8,early
13,3,6,BOMBAY,CITIES,6,early
13,3,7,ELBOW,BODY PARTS,9,early
13,3,8,SHOULDER,BODY PARTS,11,early
13,3,9,KIDNEY,BODY PARTS,10,early
13,4,1,PIANO,INSTRUMENTS,14,early
13,4,2,CLARINET,INSTRUMENTS,15,early
13,4,3,KAZOO,INSTRUMENTS,16,early
13,4,4,PROTRACTOR,TOOLS,3,early
13,4,5,CHISEL,TOOLS,2,early
13,4,6,SAW,TOOLS,1,early
13,4,7,SWITZERLAND,COUNTRIES,6,early
13,4,8,ENGLAND,COUNTRIES,8,early
13,4,9,FRANCE,COUNTRIES,5,early
13,4,10,FERRET,MAMMALS,12,early
13,4,11,SQUIRREL,MAMMALS,11,early
13,5,1,LETTUCE,VEGETABLES,9,early
13,5,2,CELERY,VEGETABLES,11,early
13,5,3,CARROTS,,3,early
13,5,4,YAMS,VEGETABLES,12,early
13,5,5,ITALY,COUNTRIES,15,early
13,5,6,ETHIOPIA,COUNTRIES,13,early
13,5,7,ZEBRA,MAMMALS,1,early
13,5,8,ELEPHANT,MAMMALS,3,early
13,5,9,PIG,MAMMALS,2,early
13,5,10,LION,MAMMALS,4,early
13,5,11,TROMBONE,INSTRUMENTS,6,early
13,5,12,BASS,INSTRUMENTS,5,early
13,5,13,ROACHES,,13,early
13,5,14,JAPAN,COUNTRIES,7,early
13,6,1,JACKET,CLOTHING,13,early
13,6,2,SUIT,CLOTHING,14,early
13,6,3,CAMISOLE,CLOTHING,15,early
13,6,4,BASS,INSTRUMENTS,5,early
13,6,5,IRAN,COUNTRIES,1,early
13,6,6,GERMANY,COUNTRIES,2,early
13,6,7,SPINACH,VEGETABLES,5,early
13,6,8,ARTICHOKE,VEGETABLES,7,early
13,7,1,HONEYDEW,FRUITS,13,early
13,7,2,FIG,FRUITS,14,early
13,7,3,HICKORY,TREES,1,early
13,7,4,ELM,TREES,2,early
13,7,5,MAPLE,TREES,3,early
13,7,6,TRIANGLE,INSTRUMENTS,10,early
13,7,7,SAXOPHONE,INSTRUMENTS,9,early
13,8,1,TOOTH,BODY PARTS,2,late
13,8,2,FRANCE,COUNTRIES,5,late
13,8,3,MOOSE,MAMMALS,8,late
13,8,4,MONKEY,MAMMALS,10,late
13,8,5,TONGUE,BODY PARTS,7,late
13,8,6,IOWA,STATES,9,late
13,8,7,MICHIGAN,STATES,12,late
13,8,8,FLORIDA,STATES,15,late
13,8,9,PEAR,FRUITS,14,late
13,8,10,PANCREAS,BODY PARTS,13,late
13,9,1,HARMONICA,INSTRUMENTS,14,late
13,9,2,UKULELE,INSTRUMENTS,15,late
13,9,3,COTTONWOOD,TREES,16,late
13,9,4,EVERGREEN,TREES,13,late
13,9,5,OAK,TREES,9,late
13,9,6,SPRUCE,TREES,4,late
13,9,7,BELT,CLOTHING,5,late
13,9,8,ROBE,CLOTHING,6,late
13,9,9,SHIRT,CLOTHING,8,late
13,9,10,BANJO,INSTRUMENTS,2,late
13,9,11,BLENDER,KITCHEN-RELATED,12,late
13,9,12,MIXER,KITCHEN-RELATED,11,late
13,9,13,JUMPER,CLOTHING,1,late
13,10,1,AZALEA,FLOWERS,13,late
13,10,2,CAULIFLOWER,VEGETABLES,14,late
13,10,3,ELEVATOR,BUILDING RELATED,15,late
13,10,4,DISH,KITCHEN-RELATED,16,late
13,10,5,BROCCOLI,VEGETABLES,11,late
13,10,6,CARPET,BUILDING RELATED,12,late
13,10,7,FLOOR,BUILDING RELATED,10,late
13,10,8,LOG,FLOWERS,7,late
13,10,9,PICKLE,VEGETABLES,8,late
13,10,10,GRIDDLE,KITCHEN-RELATED,1,late
13,10,11,ONION,VEGETABLES,2,late
13,10,12,BUTTERCUP,FLOWERS,3,late
13,10,13,SAUCER,KITCHEN-RELATED,4,late
13,10,14,STRING,,14,late
13,11,1,GUAVA,FRUITS,16,late
13,11,2,KIWI,FRUITS,15,late
13,11,3,GLASS,KITCHEN-RELATED,14,late
13,11,4,DOOR,BUILDING RELATED,13,late
13,11,5,GIRAFFE,MAMMALS,12,late
13,11,6,TANGELO,FRUITS,10,late
13,11,7,CORRIDOR,BUILDING RELATED,11,late
13,11,8,STRAWBERRY,FRUITS,9,late
13,11,9,WINDOW,BUILDING RELATED,8,late
13,11,10,SPATULA,KITCHEN-RELATED,7,late
13,11,11,REFRIGERATOR,KITCHEN-RELATED,6,late
13,11,12,COW,MAMMALS,1,late
13,11,13,POT,KITCHEN-RELATED,2,late
13,11,14,MOUSE,MAMMALS,3,late
13,11,15,HORSE,MAMMALS,4,late
13,12,1,TEAK,TREES,14,late
13,12,2,HALL,BUILDING RELATED,5,late
13,12,3,CEDAR,TREES,16,late
13,12,4,RENO,CITIES,13,late
13,12,5,TROUSERS,CLOTHING,11,late
13,12,6,BERLIN,CITIES,10,late
13,12,7,CHICAGO,CITIES,5,late
13,12,8,SYDNEY,CITIES,7,late
13,12,9,BRA,CLOTHING,2,late
13,12,10,GLOVES,CLOTHING,4,late
13,12,11,TROUSERS,CLOTHING,11,late
13,12,12,SWEATER,CLOTHING,8,late
13,12,13,MILLIPEDE,INSECTS,3,late
13,12,14,HORNET,INSECTS,6,late
13,12,15,MANTIS,INSECTS,9,late
13,13,1,EUCALYPTUS,TREES,1,late
13,13,2,LIP,BODY PARTS,15,late
13,13,3,WORM,INSECTS,16,late
13,13,4,MONARCH,INSECTS,2,late
13,13,5,ASH,TREES,3,late
13,13,6,ANKLE,BODY PARTS,4,late
13,13,7,HAND,BODY PARTS,5,late
13,13,8,LARVA,INSECTS,14,late
13,13,9,FINGER,BODY PARTS,11,late
13,13,10,GUITAR,INSTRUMENTS,12,late
